"","bill_number","bill_link","bill_name","current_status","first_house_progress","second_house_progress","after_passage_progress","description","sponsors","requester","bill_history","democrat_sponsor_count","republican_sponsor_count","total_days_spent","season_years_active","party","general_status","chapter","year"
"2017",5877,"https://app.leg.wa.gov/billsummary?BillNumber=5877&Year=2021&Initiative=false","Substitute - SSB 5877","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Addressing antidiscrimination policies in institutions of higher education.","Conway, Lovick, Nguyen, Salda�a, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 17 End Feb 3.",4,2,17,"2022","bipartisan","in committee",NA,NA
"2018",5878,"https://app.leg.wa.gov/billsummary?BillNumber=5878&Year=2021&Initiative=false","Engrossed Substitute - ESSB 5878","C 250 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Clarifying visual and performing arts instruction.","Rolfes, Wellman, Hunt, Lovick, Nobles, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 17 End Feb 8. IN THE HOUSE: Start Feb 11 End Mar 3. IN THE SENATE: Start Mar 7 End Mar 9. IN THE HOUSE: Start Mar 9 End Mar 9. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 30.",6,2,72,"2022","bipartisan","passed",250,22
"2019",5879,"https://app.leg.wa.gov/billsummary?BillNumber=5879&Year=2021&Initiative=false","SB 5879","SBusiness, Fina","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring insurers who use credit information to provide reasonable exceptions to insurance rates for consumers experiencing extraordinary life circumstances.","Dozier, Sefzik, Warnick","No Requester","2022 REGULAR SESSION: Start Jan 17 End Jan 20.",0,3,3,"2022","republican","in committee",NA,NA
"2020",5880,"https://app.leg.wa.gov/billsummary?BillNumber=5880&Year=2021&Initiative=false","Substitute - SSB 5880","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning fire protection sprinkler system contractors.","Salomon, Conway, Keiser, Liias, Lovick, Nobles, Van De Wege","No Requester","2022 REGULAR SESSION: Start Jan 17 End Feb 8. IN THE HOUSE: Start Feb 11 End Mar 10.",7,0,52,"2022","democrat","rules committee",NA,NA
"2021",5881,"https://app.leg.wa.gov/billsummary?BillNumber=5881&Year=2021&Initiative=false","SB 5881","SLaw & Justice","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning doxing.","Lovick, Pedersen, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 17 End Jan 17.",3,2,0,"2022","bipartisan","in committee",NA,NA
"2022",5882,"https://app.leg.wa.gov/billsummary?BillNumber=5882&Year=2021&Initiative=false","Substitute - SSB 5882","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Clarifying the existence of riparian stock watering rights.","Muzzall, Mullet, Honeyford, Sefzik, Short, Van De Wege","No Requester","2022 REGULAR SESSION: Start Jan 17 End Feb 17.",2,4,31,"2022","bipartisan","x-file",NA,NA
"2023",5883,"https://app.leg.wa.gov/billsummary?BillNumber=5883&Year=2021&Initiative=false","Substitute - SSB 5883","C 291 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning an unaccompanied homeless youth's ability to provide informed consent for that minor patient's own health care, including nonemergency, outpatient, and primary care services, including physical examinations, vision examinations and eyeglasses, dental examinations, hearing examinations and hearing aids, immunizations, treatments for illnesses and conditions, and routine follow-up care customarily provided by a health care provider in an outpatient setting, excluding elective surgeries.","Trudeau, Keiser, Billig, Conway, Hunt, Kuderer, Nguyen, Nobles, Robinson, Salda�a, Van De Wege, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 9. IN THE HOUSE: Start Feb 12 End Mar 3. IN THE SENATE: Start Mar 7 End Mar 9. IN THE HOUSE: Start Mar 9 End Mar 9. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 31.",11,2,72,"2022","bipartisan","passed",291,22
"2024",5884,"https://app.leg.wa.gov/billsummary?BillNumber=5884&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SSB 5884","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing behavioral health support specialists.","Trudeau, Dhingra, Hasegawa, Kuderer, Lovick, Nguyen, Nobles, Salda�a, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 11. IN THE HOUSE: Start Feb 14 End Mar 10.",8,2,51,"2022","bipartisan","rules committee",NA,NA
"2025",5885,"https://app.leg.wa.gov/billsummary?BillNumber=5885&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SSB 5885","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning marine shoreline habitat.","Salomon, Stanford, Hasegawa, Keiser, Lovelett, Nobles, Rolfes","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 12. IN THE HOUSE: Start Feb 16 End Mar 10.",7,0,51,"2022","democrat","rules committee",NA,NA
"2026",5886,"https://app.leg.wa.gov/billsummary?BillNumber=5886&Year=2021&Initiative=false","Substitute - SSB 5886","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Creating an advisory council on rare diseases.","Holy, Frockt, Keiser, Kuderer, Liias, Lovick, Muzzall, Nobles, Rivers, Rolfes, Stanford, Trudeau, Van De Wege, Warnick","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 10. IN THE HOUSE: Start Feb 12 End Mar 10.",10,4,51,"2022","bipartisan","rules committee",NA,NA
"2027",5887,"https://app.leg.wa.gov/billsummary?BillNumber=5887&Year=2021&Initiative=false","SB 5887","SState Govt & E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing procedures for the legislature to convene a special session.","Fortunato","No Requester","2022 REGULAR SESSION: Start Jan 18 End Jan 18.",0,1,0,"2022","republican","in committee",NA,NA
"2028",5888,"https://app.leg.wa.gov/billsummary?BillNumber=5888&Year=2021&Initiative=false","SB 5888","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning cost-sharing fairness.","Rivers, Cleveland, Hasegawa, Nobles","No Requester","2022 REGULAR SESSION: Start Jan 18 End Jan 28.",3,1,10,"2022","bipartisan","in committee",NA,NA
"2029",5889,"https://app.leg.wa.gov/billsummary?BillNumber=5889&Year=2021&Initiative=false","SB 5889","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning insurance coverage for an annual mental health wellness exam.","Das, Lovelett, Hasegawa, Kuderer, Nguyen, Nobles, Salda�a, Trudeau, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 18 End Jan 18.",8,2,0,"2022","bipartisan","in committee",NA,NA
"2030",5890,"https://app.leg.wa.gov/billsummary?BillNumber=5890&Year=2021&Initiative=false","Substitute - SSB 5890","C 62 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Clarifying eligibility for the presumption for workers' compensation for all personnel working at a radiological hazardous waste facility.","Keiser, Conway, Dhingra, Hasegawa, Kuderer, Lovick, Nobles, Salda�a, Stanford, Wellman, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 12. IN THE HOUSE: Start Feb 16 End Mar 2. IN THE SENATE: Start Mar 3 End Mar 3. IN THE HOUSE: Start Mar 3 End Mar 3. OTHER THAN LEGISLATIVE ACTION: Start Mar 7 End Mar 11.",10,2,52,"2022","bipartisan","passed",62,22
"2031",5891,"https://app.leg.wa.gov/billsummary?BillNumber=5891&Year=2021&Initiative=false","Substitute - SSB 5891","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning warehouse distribution centers.","Conway, Keiser, Hasegawa, Hunt, Nobles, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 17.",5,0,30,"2022","democrat","x-file",NA,NA
"2032",5892,"https://app.leg.wa.gov/billsummary?BillNumber=5892&Year=2021&Initiative=false","Substitute - SSB 5892","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing pilot projects for utilizing high school student nursing assistant-certified programs to address the nursing workforce shortage and promote nursing careers in rural hospitals.","Brown, Conway, Honeyford, King, Lovick, Short, Van De Wege, Warnick, Wellman, Claire Wilson, Jeff Wilson, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 10. IN THE HOUSE: Start Feb 12 End Mar 10.",5,7,51,"2022","bipartisan","rules committee",NA,NA
"2033",5893,"https://app.leg.wa.gov/billsummary?BillNumber=5893&Year=2021&Initiative=false","SB 5893","SLaw & Justice","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning tort modernization.","Padden","No Requester","2022 REGULAR SESSION: Start Jan 18 End Jan 18.",0,1,0,"2022","republican","in committee",NA,NA
"2034",5894,"https://app.leg.wa.gov/billsummary?BillNumber=5894&Year=2021&Initiative=false","Substitute - SSB 5894","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Integrating behavioral health in primary care through the use of health navigators and a primary care collaborative.","Frockt, Conway, Hasegawa, Nguyen, Nobles, Robinson, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 7.",7,2,20,"2022","bipartisan","in committee",NA,NA
"2035",5895,"https://app.leg.wa.gov/billsummary?BillNumber=5895&Year=2021&Initiative=false","SB 5895","C 102 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning timing restrictions for remedial action grants to local government.","Frockt, Mullet","No Requester","2022 REGULAR SESSION: Start Jan 18 End Feb 10. IN THE HOUSE: Start Feb 12 End Mar 3. IN THE SENATE: Start Mar 8 End Mar 8. IN THE HOUSE: Start Mar 8 End Mar 8. OTHER THAN LEGISLATIVE ACTION: Start Mar 9 End Mar 17.",2,0,58,"2022","democrat","passed",102,22
"2036",5896,"https://app.leg.wa.gov/billsummary?BillNumber=5896&Year=2021&Initiative=false","SB 5896","SState Govt & E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring the department of enterprise services to report on the use of electricity to recharge vehicles at state office locations.","Sefzik, Lovelett, Carlyle, Fortunato, Frockt, Honeyford, Liias, Lovick, Nobles, Randall, Salda�a, Salomon, Schoesler, Warnick, Wellman, Jeff Wilson, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 18 End Jan 26.",10,7,8,"2022","bipartisan","in committee",NA,NA
"2037",5897,"https://app.leg.wa.gov/billsummary?BillNumber=5897&Year=2021&Initiative=false","SB 5897","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning a temporary suspension of the state motor vehicle fuel tax.","Sefzik, Linda Wilson, Braun, Fortunato, Honeyford, Muzzall, Padden, Wagoner, Warnick","No Requester","2022 REGULAR SESSION: Start Jan 18 End Jan 18.",1,10,0,"2022","bipartisan","in committee",NA,NA
"2038",5898,"https://app.leg.wa.gov/billsummary?BillNumber=5898&Year=2021&Initiative=false","SB 5898","C 103 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the use of vehicle-related fees to fulfill certain state general obligation bonds.","Liias, King, Salda�a","State Treasurer","2022 REGULAR SESSION: Start Jan 19 End Feb 9. IN THE HOUSE: Start Feb 11 End Mar 8. IN THE SENATE: Start Mar 9 End Mar 9. IN THE HOUSE: Start Mar 9 End Mar 9. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 17.",1,1,57,"2022","bipartisan","passed",103,22
"2039",5899,"https://app.leg.wa.gov/billsummary?BillNumber=5899&Year=2021&Initiative=false","SB 5899","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning a sales and use tax deferral for projects to improve the state route number 520 corridor.","Liias, Pedersen, Kuderer, Mullet, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 19 End Jan 19.",4,0,0,"2022","democrat","in committee",NA,NA
"2040",5900,"https://app.leg.wa.gov/billsummary?BillNumber=5900&Year=2021&Initiative=false","Substitute - SSB 5900","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Creating a provisional paramedic or emergency medical technician license.","Van De Wege, Keiser, Conway, Hasegawa, Lovick, Randall, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 14. IN THE HOUSE: Start Feb 16 End Mar 10.",6,0,50,"2022","democrat","rules committee",NA,NA
"2041",5901,"https://app.leg.wa.gov/billsummary?BillNumber=5901&Year=2021&Initiative=false","Engrossed - ESB 5901","C 257 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning economic development tax incentives for targeted counties.","Randall, Billig, Holy, Mullet, Nguyen, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 19 End Mar 4. IN THE HOUSE: Start Mar 4 End Mar 9. IN THE SENATE: Start Mar 10 End Mar 10. IN THE HOUSE: Start Mar 10 End Mar 10. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 31.",4,1,71,"2022","bipartisan","passed",257,22
"2042",5902,"https://app.leg.wa.gov/billsummary?BillNumber=5902&Year=2021&Initiative=false","SB 5902","SEL/K-12","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the implementation of high school graduation credit requirements.","Wellman","Superintendent of Public Instruction","2022 REGULAR SESSION: Start Jan 19 End Jan 24.",1,0,5,"2022","democrat","in committee",NA,NA
"2043",5903,"https://app.leg.wa.gov/billsummary?BillNumber=5903&Year=2021&Initiative=false","SB 5903","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing multimodal transportation options at drive-up services.","Billig, Rivers, Das, Dhingra, Hunt, Keiser, Kuderer, Liias, Lovelett, Lovick, Nguyen, Randall, Salda�a, Trudeau, Wellman","No Requester","2022 REGULAR SESSION: Start Jan 19 End Jan 31.",13,1,12,"2022","bipartisan","in committee",NA,NA
"2044",5904,"https://app.leg.wa.gov/billsummary?BillNumber=5904&Year=2021&Initiative=false","SB 5904","SLabor, Comm &","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring fashion retail sellers and manufacturers to disclose environmental and social due diligence policies.","Das, Nobles, Lovelett, Nguyen, Rolfes, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 19 End Jan 19.",5,0,0,"2022","democrat","in committee",NA,NA
"2045",5905,"https://app.leg.wa.gov/billsummary?BillNumber=5905&Year=2021&Initiative=false","SB 5905","SEL/K-12","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing the outdoor school for all program.","Hunt, Nguyen, Salda�a","Office of the Governor","2022 REGULAR SESSION: Start Jan 19 End Jan 19.",2,0,0,"2022","democrat","in committee",NA,NA
"2046",5906,"https://app.leg.wa.gov/billsummary?BillNumber=5906&Year=2021&Initiative=false","SB 5906","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning health plan coverage for contralateral prophylactic mastectomies.","Cleveland, Rivers, Stanford, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 19 End Jan 19.",3,3,0,"2022","bipartisan","in committee",NA,NA
"2047",5907,"https://app.leg.wa.gov/billsummary?BillNumber=5907&Year=2021&Initiative=false","Substitute - SSB 5907","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning roadside safety measures and public awareness of emergency vehicles providing roadside assistance.","Jeff Wilson, Lovick, Fortunato, Lovelett, Randall, Salda�a, Stanford, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 11. IN THE HOUSE: Start Feb 13 End Mar 10.",5,3,50,"2022","bipartisan","rules committee",NA,NA
"2048",5908,"https://app.leg.wa.gov/billsummary?BillNumber=5908&Year=2021&Initiative=false","SB 5908","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Creating the clean car authority as a new state government agency.","Liias, Carlyle, Hunt, Nguyen, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 3.",4,0,15,"2022","democrat","in committee",NA,NA
"2049",5909,"https://app.leg.wa.gov/billsummary?BillNumber=5909&Year=2021&Initiative=false","SB 5909","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning legislative oversight of gubernatorial powers concerning emergency proclamations and unanticipated receipts.","Randall, Van De Wege, Carlyle, Conway, Hunt, Mullet, Rolfes, Stanford","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 15. IN THE HOUSE: Start Feb 17 End Mar 10.",8,0,50,"2022","democrat","rules committee",NA,NA
"2050",5910,"https://app.leg.wa.gov/billsummary?BillNumber=5910&Year=2021&Initiative=false","Substitute - SSB 5910","C 292 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Accelerating the availability and use of renewable hydrogen in Washington state.","Carlyle, Billig, Conway, Hawkins, Hunt, Mullet, Salda�a, Stanford","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 12. IN THE HOUSE: Start Feb 16 End Mar 7. IN THE SENATE: Start Mar 9 End Mar 9. IN THE HOUSE: Start Mar 9 End Mar 9. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 31.",6,1,71,"2022","bipartisan","passed",292,22
"2051",5911,"https://app.leg.wa.gov/billsummary?BillNumber=5911&Year=2021&Initiative=false","Substitute - SSB 5911","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing hazard pay retention bonuses to certain health care employees.","Cleveland, Keiser, Billig, Conway, Das, Lovelett, Lovick, Nguyen, Randall, Salda�a, Stanford, Trudeau","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 7.",11,0,19,"2022","democrat","in committee",NA,NA
"2052",5912,"https://app.leg.wa.gov/billsummary?BillNumber=5912&Year=2021&Initiative=false","Substitute - SSB 5912","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Improving health outcomes for children on medicaid.","Sefzik, Braun, Fortunato, Honeyford, Muzzall, Nguyen, Randall, Robinson, Short","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 11. IN THE HOUSE: Start Feb 13 End Mar 10.",3,6,50,"2022","bipartisan","rules committee",NA,NA
"2053",5913,"https://app.leg.wa.gov/billsummary?BillNumber=5913&Year=2021&Initiative=false","SB 5913","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning property tax relief for senior citizens and service-connected disabled veterans.","Sefzik, Braun, Brown, Dozier, Fortunato, Gildon, Holy, McCune, Muzzall, Jeff Wilson","No Requester","2022 REGULAR SESSION: Start Jan 19 End Feb 1.",1,11,13,"2022","bipartisan","in committee",NA,NA
"2054",5914,"https://app.leg.wa.gov/billsummary?BillNumber=5914&Year=2021&Initiative=false","SB 5914","SLabor, Comm &","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Removing the requirement that an accredited technical or trade school program be not-for-profit to be an approved training program for purposes of journey level and specialty electrician certification.","King, Wagoner","No Requester","2022 REGULAR SESSION: Start Jan 20 End Jan 31.",0,2,11,"2022","republican","in committee",NA,NA
"2055",5915,"https://app.leg.wa.gov/billsummary?BillNumber=5915&Year=2021&Initiative=false","SB 5915","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing a sales and use tax exemption for adult and baby diapers.","Das, Trudeau, Brown, Conway, Hasegawa, Kuderer, Lovelett, Lovick, Nguyen, Stanford, Wagoner, Claire Wilson, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 20 End Jan 20.",10,4,0,"2022","bipartisan","in committee",NA,NA
"2056",5916,"https://app.leg.wa.gov/billsummary?BillNumber=5916&Year=2021&Initiative=false","SB 5916","SEnvironment, E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the protection of critical constituent and state operational data against the financial and personal harm caused by ransomware and other malicious cyber activities.","Mullet, Conway, Fortunato, Nguyen, Wagoner","No Requester","2022 REGULAR SESSION: Start Jan 20 End Jan 20.",3,2,0,"2022","bipartisan","in committee",NA,NA
"2057",5917,"https://app.leg.wa.gov/billsummary?BillNumber=5917&Year=2021&Initiative=false","SB 5917","SState Govt & E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Reestablishing the productivity board.","Hunt, Fortunato, Kuderer, Wagoner","No Requester","2022 REGULAR SESSION: Start Jan 20 End Jan 20.",2,2,0,"2022","bipartisan","in committee",NA,NA
"2058",5918,"https://app.leg.wa.gov/billsummary?BillNumber=5918&Year=2021&Initiative=false","SB 5918","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Adding a faculty member to the board of regents at the research universities.","Frockt, Conway, Hasegawa, Holy, Liias, Lovick, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 20 End Feb 17.",6,3,28,"2022","bipartisan","x-file",NA,NA
"2059",5919,"https://app.leg.wa.gov/billsummary?BillNumber=5919&Year=2021&Initiative=false","Engrossed - ESB 5919","SRules 3","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the standard for law enforcement authority to detain or pursue persons. (REVISED FOR ENGROSSED: Concerning the definition of ""physical force,"" ""necessary,"" and ""totality of the circumstances,"" and the standard for law enforcement authority to use physical force and providing the authority for a peace officer to engage in a vehicular pursuit when there is reasonable suspicion a person has violated the law and the officer follows appropriate safety standards.)","Van De Wege, Mullet, Conway, Gildon, Honeyford, Lovick, Randall, Salomon, Wagoner","No Requester","2022 REGULAR SESSION: Start Jan 20 End Feb 9. IN THE HOUSE: Start Feb 12 End Mar 4. IN THE SENATE: Start Mar 10 End Mar 10.",6,3,49,"2022","bipartisan","rules committee",NA,NA
"2060",5920,"https://app.leg.wa.gov/billsummary?BillNumber=5920&Year=2021&Initiative=false","Substitute - SSB 5920","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning parenting plans.","Warnick","No Requester","2022 REGULAR SESSION: Start Jan 20 End Feb 14. IN THE HOUSE: Start Feb 16 End Mar 10.",0,1,49,"2022","republican","rules committee",NA,NA
"2061",5921,"https://app.leg.wa.gov/billsummary?BillNumber=5921&Year=2021&Initiative=false","SB 5921","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Increasing county timber tax distributions by reducing the charge for administrative and collection costs.","Braun, Wagoner","No Requester","2022 REGULAR SESSION: Start Jan 20 End Jan 20.",0,2,0,"2022","republican","in committee",NA,NA
"2062",5922,"https://app.leg.wa.gov/billsummary?BillNumber=5922&Year=2021&Initiative=false","SB 5922","SEL/K-12","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning K-12 education funding.","Braun, Mullet, Dozier, Fortunato, Gildon, Honeyford, Rivers, Wagoner","No Requester","2022 REGULAR SESSION: Start Jan 20 End Jan 20.",1,7,0,"2022","bipartisan","in committee",NA,NA
"2063",5923,"https://app.leg.wa.gov/billsummary?BillNumber=5923&Year=2021&Initiative=false","Substitute - SSB 5923","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning temporary emergency shelters.","Robinson, Nguyen","No Requester","2022 REGULAR SESSION: Start Jan 21 End Feb 17.",2,0,27,"2022","democrat","x-file",NA,NA
"2064",5924,"https://app.leg.wa.gov/billsummary?BillNumber=5924&Year=2021&Initiative=false","SB 5924","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Improving tax administration by waiving penalties and imposing interest in certain situations involving delayed tax payments, and by extending a statute of limitations period for certain egregious tax crimes.","Mullet","Department of Revenue","2022 REGULAR SESSION: Start Jan 21 End Jan 21.",1,0,0,"2022","democrat","in committee",NA,NA
"2065",5925,"https://app.leg.wa.gov/billsummary?BillNumber=5925&Year=2021&Initiative=false","SB 5925","SEL/K-12","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing the outdoor school for all program.","Hunt, Braun, Lovelett, Nguyen, Salda�a, Van De Wege, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 21 End Jan 24.",5,3,3,"2022","bipartisan","in committee",NA,NA
"2066",5926,"https://app.leg.wa.gov/billsummary?BillNumber=5926&Year=2021&Initiative=false","SB 5926","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning capital gains taxation of certain investment management services provided to a partnership or similar entity.","Robinson, Nguyen","No Requester","2022 REGULAR SESSION: Start Jan 21 End Jan 21.",2,0,0,"2022","democrat","in committee",NA,NA
"2067",5927,"https://app.leg.wa.gov/billsummary?BillNumber=5927&Year=2021&Initiative=false","SB 5927","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the safety and security of retail cannabis outlets.","Honeyford, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 21 End Feb 10. IN THE HOUSE: Start Feb 12 End Mar 10.",0,1,48,"2022","republican","rules committee",NA,NA
"2068",5928,"https://app.leg.wa.gov/billsummary?BillNumber=5928&Year=2021&Initiative=false","SB 5928","SEnvironment, E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Increasing housing access and affordability by decreasing construction costs associated with the Washington state energy code for residential buildings.","Van De Wege, Braun, Gildon, Rivers, Short, Warnick, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 21 End Jan 21.",2,7,0,"2022","bipartisan","in committee",NA,NA
"2069",5929,"https://app.leg.wa.gov/billsummary?BillNumber=5929&Year=2021&Initiative=false","SB 5929","C 176 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Changing the membership of the legislative-executive WorkFirst poverty reduction oversight task force.","Claire Wilson, Nguyen","Department of Social and Health Services","2022 REGULAR SESSION: Start Jan 21 End Feb 8. IN THE HOUSE: Start Feb 11 End Mar 3. IN THE SENATE: Start Mar 7 End Mar 9. IN THE HOUSE: Start Mar 9 End Mar 9. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 24.",2,2,62,"2022","bipartisan","passed",176,22
"2070",5930,"https://app.leg.wa.gov/billsummary?BillNumber=5930&Year=2021&Initiative=false","SB 5930","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Allowing tribal governments to participate in exchange agreements without certain restrictions.","Claire Wilson, Liias, Nguyen, Salda�a","Department of Transportation","2022 REGULAR SESSION: Start Jan 21 End Feb 7.",3,2,17,"2022","bipartisan","in committee",NA,NA
"2071",5931,"https://app.leg.wa.gov/billsummary?BillNumber=5931&Year=2021&Initiative=false","SB 5931","C 63 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning appointment of judges pro tempore in the court of appeals.","Wagoner, Dhingra","Court Of Appeals","2022 REGULAR SESSION: Start Jan 21 End Feb 9. IN THE HOUSE: Start Feb 11 End Mar 2. IN THE SENATE: Start Mar 3 End Mar 3. IN THE HOUSE: Start Mar 3 End Mar 3. OTHER THAN LEGISLATIVE ACTION: Start Mar 7 End Mar 11.",1,1,49,"2022","bipartisan","passed",63,22
